,molecule_chembl_id,IC50,units,smiles,pIC50,passed
609,CHEMBL5172587,1.8,nM,CC(C)c1ncc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,8.744727494896694,True
614,CHEMBL5207108,1.9,nM,CN1CCC(c2ccc(-c3cnc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,8.721246399047171,True
619,CHEMBL2048903,1.9,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c21,8.721246399047171,True
621,CHEMBL5194174,1.9,nM,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(C)(=O)=O)c3ccccc23)n1,8.721246399047171,True
626,CHEMBL3930316,2.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.698970004336019,True
627,CHEMBL250132,2.0,nM,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,8.698970004336019,True
628,CHEMBL3928512,2.0,nM,C[C@@H](Nc1ncnc2oc(-c3ccccc3O)cc12)c1ccccc1,8.698970004336019,True
629,CHEMBL3961553,2.0,nM,OC[C@@H](Nc1ncnc2oc(-c3ccc(O)cc3)cc12)c1ccccc1,8.698970004336019,True
633,CHEMBL268501,2.0,nM,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,8.698970004336019,True
634,CHEMBL126192,2.0,nM,CCOc1cc2ncnc(Nc3cccc(-c4nccs4)c3)c2cc1OCC,8.698970004336019,True
641,CHEMBL3806248,2.0,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,8.698970004336019,True
642,CHEMBL218677,2.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,8.698970004336019,True
649,CHEMBL387265,2.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,8.698970004336019,True
650,CHEMBL214798,2.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1,8.698970004336019,True
651,CHEMBL213874,2.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC1CCN(C)CC1,8.698970004336019,True
653,CHEMBL3758278,2.0,nM,COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.698970004336019,True
654,CHEMBL3758351,2.0,nM,COc1cc(CO)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.698970004336019,True
656,CHEMBL587723,2.0,nM,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,8.698970004336019,True
657,CHEMBL204105,2.0,nM,CCN1CCC(Oc2cc(OC)cc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,8.698970004336019,True
660,CHEMBL2087358,2.0,nM,Clc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,8.698970004336019,True
661,CHEMBL2087360,2.0,nM,Fc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1Cl,8.698970004336019,True
663,CHEMBL2419760,2.0,nM,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,8.698970004336019,True
666,CHEMBL3040861,2.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,8.698970004336019,True
675,CHEMBL3674148,2.0,nM,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,8.698970004336019,True
677,CHEMBL3759961,2.0,nM,COc1cccc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.698970004336019,True
678,CHEMBL3758800,2.0,nM,C[C@@H](Nc1ncnc2sc(-c3ccc(C(=O)NCCN(C)C)cc3)cc12)c1ccccc1,8.698970004336019,True
679,CHEMBL3758376,2.0,nM,CN(C)CCNC(=O)c1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)cc1,8.698970004336019,True
680,CHEMBL203779,2.0,nM,CCCN1CCC(Oc2cc(OC)cc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,8.698970004336019,True
682,CHEMBL4780965,2.0,nM,OC[C@@H](Nc1ncnc2[nH]c(-c3ccncc3)cc12)c1ccccc1,8.698970004336019,True
688,CHEMBL2031309,2.02,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,8.694648630553376,True
693,CHEMBL5208679,2.1,nM,CC(C)c1cnc(N2CCC2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,8.67778070526608,True
696,CHEMBL4206288,2.1,nM,CN1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.67778070526608,True
697,CHEMBL4215080,2.1,nM,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5F)nc4cn3)nc2)CC1,8.67778070526608,True
703,CHEMBL4789312,2.2,nM,OC[C@@H](Nc1ncnc2[nH]c(-c3cccnc3)cc12)c1ccccc1,8.657577319177793,True
705,CHEMBL5182741,2.2,nM,CC(C)c1ncc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,8.657577319177793,True
707,CHEMBL2031308,2.21,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,8.655607726314889,True
715,CHEMBL53299,2.3,nM,COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1,8.638272163982407,True
717,CHEMBL3623286,2.3,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1C[C@@H]2C[C@H]1CN2C,8.638272163982407,True
718,CHEMBL4209801,2.3,nM,CN1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.638272163982407,True
722,CHEMBL4060996,2.3,nM,COc1ccc(N(C)c2nc(C)nc3c(Cc4ccccc4)cn(C)c23)cc1.Cl,8.638272163982407,True
723,CHEMBL4116552,2.3,nM,COc1ccc(N(C)c2nc(C)nc3c(Cc4ccccc4)cn(C)c23)cc1,8.638272163982407,True
731,CHEMBL139095,2.4,nM,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.619788758288394,True
732,CHEMBL4207750,2.4,nM,CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cnc1OC,8.619788758288394,True
735,CHEMBL4743220,2.49,nM,Fc1c(Br)cccc1Nc1ncnc2cc3c(cc12)OCCO3,8.603800652904264,True
736,CHEMBL4460381,2.5,nM,COc1cc(Nc2ncnc3cc(-c4cccs4)sc23)cc(OC)c1OC,8.602059991327963,True
740,CHEMBL4215076,2.5,nM,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,8.602059991327963,True
743,CHEMBL4099682,2.6,nM,COc1ccc(Nc2nc(C)nc3c(Cc4ccccc4)cn(C)c23)cc1.Cl,8.585026652029182,True
744,CHEMBL53062,2.6,nM,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.585026652029182,True
745,CHEMBL287007,2.6,nM,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.585026652029182,True
746,CHEMBL341319,2.6,nM,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.585026652029182,True
750,CHEMBL4171764,2.61,nM,Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,8.58335949266172,True
753,CHEMBL3623285,2.7,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CC[C@H](N(C)C)C1,8.568636235841012,True
756,CHEMBL136511,2.7,nM,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.568636235841012,True
759,CHEMBL3952157,2.7,nM,COc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3o2)cc1,8.568636235841012,True
765,CHEMBL492399,2.8,nM,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1,8.55284196865778,True
766,CHEMBL2048795,2.8,nM,O=C1Cc2cccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)c2N1,8.55284196865778,True
767,CHEMBL5176129,2.8,nM,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,8.55284196865778,True
768,CHEMBL163188,2.8,nM,Cc1cccc(Nc2ncnc3cnc(N(C)C)cc23)c1,8.55284196865778,True
774,CHEMBL2048906,2.9,nM,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,8.537602002101044,True
776,CHEMBL3815161,2.92,nM,O=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.534617148551582,True
778,CHEMBL1336,2.96,nM,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,8.528708288941061,True
779,CHEMBL3828269,2.97,nM,Cn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cn1,8.527243550682787,True
781,CHEMBL3759725,3.0,nM,COc1c(C(=O)NCCN(C)C)cccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.522878745280337,True
785,CHEMBL3633929,3.0,nM,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,8.522878745280337,True
786,CHEMBL214857,3.0,nM,COCCN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,8.522878745280337,True
789,CHEMBL125086,3.0,nM,CCOc1cc2ncnc(Nc3cccc(-c4ccco4)c3)c2cc1OCC,8.522878745280337,True
790,CHEMBL79206,3.0,nM,CN(CCO)Cc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.522878745280337,True
796,CHEMBL3759986,3.0,nM,OCc1cccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)c1,8.522878745280337,True
804,CHEMBL203725,3.0,nM,CN1CCC(Oc2cccc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,8.522878745280337,True
806,CHEMBL258940,3.0,nM,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,8.522878745280337,True
807,CHEMBL258270,3.0,nM,CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.522878745280337,True
808,CHEMBL1358485,3.0,nM,CCN(CC)CC1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,8.522878745280337,True
809,CHEMBL250130,3.0,nM,C[C@H](COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N(C)C(=O)CO,8.522878745280337,True
812,CHEMBL2048796,3.0,nM,O=C1Cc2c(cccc2Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)N1,8.522878745280337,True
821,CHEMBL473428,3.0,nM,OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.522878745280337,True
825,CHEMBL215786,3.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC1CCN(C)CC1,8.522878745280337,True
835,CHEMBL53156,3.1,nM,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.508638306165727,True
838,CHEMBL5204970,3.1,nM,CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4c3)cc2)CC1,8.508638306165727,True
839,CHEMBL165495,3.1,nM,Cc1cccc(Nc2ncnc3cnc(N)cc23)c1,8.508638306165727,True
840,CHEMBL2048797,3.1,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ccc45)c(Cl)c3)c21,8.508638306165727,True
842,CHEMBL4105329,3.1,nM,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,8.508638306165727,True
848,CHEMBL4206166,3.2,nM,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.494850021680094,True
852,CHEMBL128987,3.2,nM,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,8.494850021680094,True
854,CHEMBL127611,3.2,nM,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.494850021680094,True
855,CHEMBL4071058,3.2,nM,CC(C)(C)OC(=O)NCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.494850021680094,True
857,CHEMBL340700,3.2,nM,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.494850021680094,True
862,CHEMBL1914461,3.3,nM,Br.Oc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1,8.481486060122112,True
864,CHEMBL105053,3.3,nM,C[C@@H](Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1,8.481486060122112,True
871,CHEMBL5205583,3.4,nM,COC1CN(c2ncc(C(C)C)c3cc(Nc4ccnc(N5CC[C@@H](O)[C@@](C)(F)C5)n4)ncc23)C1,8.468521082957745,True
873,CHEMBL3403517,3.4,nM,COc1ccc2c(c1)CCCN2c1nc(C)nc2oc(C)cc12,8.468521082957745,True
874,CHEMBL39715,3.4,nM,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.468521082957745,True
880,CHEMBL36164,3.5,nM,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.455931955649724,True
886,CHEMBL3805859,3.6,nM,CCOc1cc2ncnc(Nc3ccc(C)cc3)c2c2c1OCCO2,8.443697499232712,True
888,CHEMBL444724,3.6,nM,COc1ccc(N(C)c2nc(Cl)nc3ccccc23)cc1,8.443697499232712,True
890,CHEMBL5203267,3.6,nM,CC(C)c1cnc(N2CC(O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,8.443697499232712,True
893,CHEMBL5207949,3.63,nM,Clc1ccc(Nc2ncnc3[nH]ccc23)cc1Br,8.440093374963887,True
894,CHEMBL38199,3.7,nM,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,8.431798275933005,True
895,CHEMBL1914653,3.7,nM,Br.C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,8.431798275933005,True
896,CHEMBL40130,3.7,nM,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,8.431798275933005,True
899,CHEMBL5181237,3.76,nM,Brc1cccc(Nc2ncnc3[nH]ccc23)c1,8.424812155072338,True
901,CHEMBL1914654,3.8,nM,Br.C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(F)cc1,8.42021640338319,True
905,CHEMBL94431,3.8,nM,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,8.42021640338319,True
908,CHEMBL4862976,3.89,nM,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(NC(=O)CN3CCOCC3)c(C)c2)ncc1Cl,8.410050398674292,True
912,CHEMBL4217992,3.9,nM,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.4089353929735,True
913,CHEMBL3892567,3.9,nM,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,8.4089353929735,True
915,CHEMBL4744655,3.91,nM,Fc1c(Cl)cccc1Nc1ncnc2cc3c(cc12)OCCO3,8.407823242604133,True
916,CHEMBL3814846,3.96,nM,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,8.402304814074487,True
919,CHEMBL470219,4.0,nM,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCC5)cc4)sc23)cc1Cl,8.397940008672037,True
920,CHEMBL50344,4.0,nM,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.397940008672037,True
922,CHEMBL78018,4.0,nM,NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.397940008672037,True
924,CHEMBL295961,4.0,nM,CNc1ccc2cncnc2c1,8.397940008672037,True
925,CHEMBL5173979,4.0,nM,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(Cl)cccc2C1=O,8.397940008672037,True
929,CHEMBL1914665,4.0,nM,Br.CC[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccccc1,8.397940008672037,True
935,CHEMBL545541,4.0,nM,COc1cc2ncnc(NCc3ccccc3)c2cc1OC.Cl,8.397940008672037,True
938,CHEMBL3633774,4.0,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,8.397940008672037,True
940,CHEMBL3674151,4.0,nM,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,8.397940008672037,True
945,CHEMBL4242522,4.0,nM,CCc1ccc(N(C)c2ncnc3occ(C)c23)cc1,8.397940008672037,True
949,CHEMBL3947406,4.0,nM,COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2o1,8.397940008672037,True
956,CHEMBL3760071,4.0,nM,COC(=O)c1cc(OC)c(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,8.397940008672037,True
959,CHEMBL3961961,4.0,nM,COc1ccc(-c2cc3c(N[C@H](CCO)c4ccccc4)ncnc3o2)cc1,8.397940008672037,True
962,CHEMBL250923,4.0,nM,COc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OC,8.397940008672037,True
964,CHEMBL209343,4.0,nM,CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,8.397940008672037,True
966,CHEMBL92812,4.0,nM,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.397940008672037,True
972,CHEMBL172652,4.1,nM,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,8.387216143280265,True
973,CHEMBL2048905,4.1,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,8.387216143280265,True
974,CHEMBL3623281,4.1,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCOCC1,8.387216143280265,True
977,CHEMBL3915508,4.1,nM,N#Cc1ccc(Nc2nncc3ccccc23)cc1,8.387216143280265,True
983,CHEMBL4067871,4.2,nM,OC[C@H](Nc1cnc(-c2cc(Cl)ccc2O)c(-c2ccc3cnccc3c2)c1)c1ccccc1,8.3767507096021,True
988,CHEMBL4800697,4.3,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccccc3OC(F)(F)F)cc12)c1ccccc1,8.366531544420413,True
992,CHEMBL50519,4.3,nM,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.366531544420413,True
996,CHEMBL3805774,4.4,nM,CCOc1cc2ncnc(Nc3cccc(OC)c3)c2c2c1OCCO2,8.356547323513812,True
998,CHEMBL3906533,4.4,nM,CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,8.356547323513812,True
1000,CHEMBL3623287,4.4,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C2CC21,8.356547323513812,True
1005,CHEMBL4129138,4.5,nM,CN1CCN(c2ccc(Nc3cc4c(N[C@@H]5CCCN(C)C5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.346787486224656,True
1013,CHEMBL3956112,4.6,nM,C[C@@H](Nc1ncnc2oc(-c3cccc(O)c3)cc12)c1ccccc1,8.337242168318426,True
1014,CHEMBL433520,4.6,nM,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.337242168318426,True
1019,CHEMBL93302,4.7,nM,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.327902142064282,True
1020,CHEMBL1914667,4.7,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)cc1,8.327902142064282,True
1021,CHEMBL4062877,4.7,nM,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,8.327902142064282,True
1027,CHEMBL129579,4.8,nM,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.318758762624412,True
1029,CHEMBL36967,4.8,nM,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.318758762624412,True
1031,CHEMBL4117373,4.9,nM,COc1ccc2c(c1)CCCN2c1nc(C)nc2c(Cc3ccccc3)cn(C)c12,8.309803919971486,True
1033,CHEMBL4104515,4.9,nM,COc1ccc2c(c1)CCCN2c1nc(C)nc2c(Cc3ccccc3)cn(C)c12.Cl,8.309803919971486,True
1046,CHEMBL310827,5.0,nM,Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12,8.301029995663981,True
1047,CHEMBL3758868,5.0,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,8.301029995663981,True
1054,CHEMBL197640,5.0,nM,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,8.301029995663981,True
1057,CHEMBL77782,5.0,nM,CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.301029995663981,True
1058,CHEMBL56266,5.0,nM,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.301029995663981,True
1061,CHEMBL56802,5.0,nM,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,8.301029995663981,True
1062,CHEMBL3416625,5.0,nM,COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.301029995663981,True
1068,CHEMBL3623282,5.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1,8.301029995663981,True
1070,CHEMBL3759929,5.0,nM,COc1ccc(CO)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.301029995663981,True
1072,CHEMBL312818,5.0,nM,c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,8.301029995663981,True
1075,CHEMBL399371,5.0,nM,CCOc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OCC,8.301029995663981,True
1078,CHEMBL258282,5.0,nM,CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.301029995663981,True
1079,CHEMBL299893,5.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,8.301029995663981,True
1082,CHEMBL2087356,5.0,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,8.301029995663981,True
1086,CHEMBL3758939,5.0,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(C(N)=O)c3)cc12)c1ccccc1,8.301029995663981,True
1089,CHEMBL3759022,5.0,nM,COc1cc(CO)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,8.301029995663981,True
1090,CHEMBL2087355,5.0,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,8.301029995663981,True
1097,CHEMBL2420866,5.0,nM,COc1ccc2c(c1)CCCN2c1nc(C)nc2ccccc12,8.301029995663981,True
1098,CHEMBL3542268,5.06,nM,OCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8.2958494831602,True
1102,CHEMBL289162,5.1,nM,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.292429823902063,True
1104,CHEMBL5278657,5.2,nM,CCOC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,8.2839966563652,True
1106,CHEMBL5272200,5.3,nM,COc1cc2ncnc(Nc3ccc(O[C@H]4CO[C@H]5[C@@H]4OC[C@@H]5O)c(Cl)c3)c2cc1OC,8.275724130399212,True
1110,CHEMBL3933539,5.3,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1,8.275724130399212,True
1118,CHEMBL2420867,5.4,nM,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,8.267606240177031,True
1135,CHEMBL5188250,5.5,nM,CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,8.259637310505756,True
1138,CHEMBL3818563,5.52,nM,CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,8.2580609222708,True
1140,CHEMBL1928291,5.54,nM,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.25649023527157,True
1148,CHEMBL5198314,5.6,nM,CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,8.2518119729938,True
1164,CHEMBL1928312,5.93,nM,COc1ccc2[nH]c(C(=O)c3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4s3)cc2c1,8.226945306635738,True
1166,CHEMBL3759780,6.0,nM,COc1cc(F)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.221848749616356,True
1170,CHEMBL306315,6.0,nM,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,8.221848749616356,True
1171,CHEMBL461795,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CC[C@@H](C(N)=O)C1,8.221848749616356,True
1172,CHEMBL471058,6.0,nM,CCc1nccn1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,8.221848749616356,True
1173,CHEMBL207815,6.0,nM,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356,True
1180,CHEMBL206955,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,8.221848749616356,True
1184,CHEMBL7917,6.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,8.221848749616356,True
1185,CHEMBL3963723,6.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,8.221848749616356,True
